Date,District,Disease,Cases
2024-01,Kolkata,Dengue,12
2024-01,Kolkata,Malaria,13
2024-01,Kolkata,Cholera,6
2024-01,Kolkata,Typhoid,4
2024-01,Kolkata,Tuberculosis,8
2024-01,Kolkata,Hepatitis A,25
2024-01,Pune,Dengue,11
2024-01,Pune,Malaria,12
2024-01,Pune,Cholera,16
2024-01,Pune,Typhoid,17
2024-01,Pune,Tuberculosis,8
2024-01,Pune,Hepatitis A,28
2024-01,Jaipur,Dengue,9
2024-01,Jaipur,Malaria,7
2024-01,Jaipur,Cholera,13
2024-01,Jaipur,Typhoid,28
2024-01,Jaipur,Tuberculosis,7
2024-01,Jaipur,Hepatitis A,20
2024-01,Lucknow,Dengue,41
2024-01,Lucknow,Malaria,16
2024-01,Lucknow,Cholera,23
2024-01,Lucknow,Typhoid,6
2024-01,Lucknow,Tuberculosis,19
2024-01,Lucknow,Hepatitis A,9
2024-02,Mumbai,Dengue,34
2024-02,Mumbai,Malaria,25
2024-02,Mumbai,Cholera,22
2024-02,Mumbai,Typhoid,22
2024-02,Mumbai,Tuberculosis,12
2024-02,Mumbai,Hepatitis A,5
2024-02,Delhi,Dengue,25
2024-02,Delhi,Malaria,4
2024-02,Delhi,Cholera,15
2024-02,Delhi,Typhoid,8
2024-02,Delhi,Tuberculosis,22
2024-02,Delhi,Hepatitis A,16
2024-02,Bengaluru,Dengue,27
2024-02,Bengaluru,Malaria,27
2024-02,Bengaluru,Cholera,18
2024-02,Bengaluru,Typhoid,21
2024-02,Bengaluru,Tuberculosis,30
2024-02,Bengaluru,Hepatitis A,21
2024-02,Hyderabad,Dengue,27
2024-02,Hyderabad,Malaria,27
2024-02,Hyderabad,Cholera,26
2024-02,Hyderabad,Typhoid,40
2024-02,Hyderabad,Tuberculosis,13
2024-02,Hyderabad,Hepatitis A,6
2024-02,Ahmedabad,Dengue,13
2024-02,Ahmedabad,Malaria,27
2024-02,Ahmedabad,Cholera,10
2024-02,Ahmedabad,Typhoid,26
2024-02,Ahmedabad,Tuberculosis,4
2024-02,Ahmedabad,Hepatitis A,29
2024-02,Chennai,Dengue,22
2024-02,Chennai,Malaria,13
2024-02,Chennai,Cholera,10
2024-02,Chennai,Typhoid,27
2024-02,Chennai,Tuberculosis,28
2024-02,Chennai,Hepatitis A,22
2024-02,Kolkata,Dengue,14
2024-02,Kolkata,Malaria,24
2024-02,Kolkata,Cholera,21
2024-02,Kolkata,Typhoid,14
2024-02,Kolkata,Tuberculosis,30
2024-02,Kolkata,Hepatitis A,4
2024-02,Pune,Dengue,15
2024-02,Pune,Malaria,12
2024-02,Pune,Cholera,32
2024-02,Pune,Typhoid,6
2024-02,Pune,Tuberculosis,10
2024-02,Pune,Hepatitis A,14
2024-02,Jaipur,Dengue,27
2024-02,Jaipur,Malaria,26
2024-02,Jaipur,Cholera,27
2024-02,Jaipur,Typhoid,8
2024-02,Jaipur,Tuberculosis,18
2024-02,Jaipur,Hepatitis A,6
2024-02,Lucknow,Dengue,29
2024-02,Lucknow,Malaria,22
2024-02,Lucknow,Cholera,19
2024-02,Lucknow,Typhoid,4
2024-02,Lucknow,Tuberculosis,10
2024-02,Lucknow,Hepatitis A,14
2024-03,Mumbai,Dengue,13
2024-03,Mumbai,Malaria,17
2024-03,Mumbai,Cholera,22
2024-03,Mumbai,Typhoid,5
2024-03,Mumbai,Tuberculosis,18
2024-03,Mumbai,Hepatitis A,34
2024-03,Delhi,Dengue,17
2024-03,Delhi,Malaria,19
2024-03,Delhi,Cholera,15
2024-03,Delhi,Typhoid,25
2024-03,Delhi,Tuberculosis,9
2024-03,Delhi,Hepatitis A,10
2024-03,Bengaluru,Dengue,21
2024-03,Bengaluru,Malaria,14
2024-03,Bengaluru,Cholera,13
2024-03,Bengaluru,Typhoid,3
2024-03,Bengaluru,Tuberculosis,11
2024-03,Bengaluru,Hepatitis A,7
2024-03,Hyderabad,Dengue,17
2024-03,Hyderabad,Malaria,9
2024-03,Hyderabad,Cholera,11
2024-03,Hyderabad,Typhoid,24
2024-03,Hyderabad,Tuberculosis,14
2024-03,Hyderabad,Hepatitis A,7
2024-03,Ahmedabad,Dengue,10
2024-03,Ahmedabad,Malaria,28
2024-03,Ahmedabad,Cholera,20
2024-03,Ahmedabad,Typhoid,3
2024-03,Ahmedabad,Tuberculosis,11
2024-03,Ahmedabad,Hepatitis A,21
2024-03,Chennai,Dengue,25
2024-03,Chennai,Malaria,21
2024-03,Chennai,Cholera,10
2024-03,Chennai,Typhoid,6
2024-03,Chennai,Tuberculosis,10
2024-03,Chennai,Hepatitis A,20
2024-03,Kolkata,Dengue,13
2024-03,Kolkata,Malaria,6
2024-03,Kolkata,Cholera,20
2024-03,Kolkata,Typhoid,34
2024-03,Kolkata,Tuberculosis,26
2024-03,Kolkata,Hepatitis A,10
2024-03,Pune,Dengue,10
2024-03,Pune,Malaria,9
2024-03,Pune,Cholera,14
2024-03,Pune,Typhoid,23
2024-03,Pune,Tuberculosis,11
2024-03,Pune,Hepatitis A,11
2024-03,Jaipur,Dengue,17
2024-03,Jaipur,Malaria,25
2024-03,Jaipur,Cholera,31
2024-03,Jaipur,Typhoid,23
2024-03,Jaipur,Tuberculosis,11
2024-03,Jaipur,Hepatitis A,13
2024-03,Lucknow,Dengue,14
2024-03,Lucknow,Malaria,11
2024-03,Lucknow,Cholera,16
2024-03,Lucknow,Typhoid,11
2024-03,Lucknow,Tuberculosis,11
2024-03,Lucknow,Hepatitis A,19
2024-04,Mumbai,Dengue,11
2024-04,Mumbai,Malaria,20
2024-04,Mumbai,Cholera,13
2024-04,Mumbai,Typhoid,21
2024-04,Mumbai,Tuberculosis,21
2024-04,Mumbai,Hepatitis A,7
2024-04,Delhi,Dengue,15
2024-04,Delhi,Malaria,17
2024-04,Delhi,Cholera,21
2024-04,Delhi,Typhoid,19
2024-04,Delhi,Tuberculosis,13
2024-04,Delhi,Hepatitis A,19
2024-04,Bengaluru,Dengue,12
2024-04,Bengaluru,Malaria,31
2024-04,Bengaluru,Cholera,29
2024-04,Bengaluru,Typhoid,20
2024-04,Bengaluru,Tuberculosis,15
2024-04,Bengaluru,Hepatitis A,25
2024-04,Hyderabad,Dengue,4
2024-04,Hyderabad,Malaria,16
2024-04,Hyderabad,Cholera,13
2024-04,Hyderabad,Typhoid,14
2024-04,Hyderabad,Tuberculosis,22
2024-04,Hyderabad,Hepatitis A,32
2024-04,Ahmedabad,Dengue,29
2024-04,Ahmedabad,Malaria,16
2024-04,Ahmedabad,Cholera,18
2024-04,Ahmedabad,Typhoid,13
2024-04,Ahmedabad,Tuberculosis,19
2024-04,Ahmedabad,Hepatitis A,19
2024-04,Chennai,Dengue,28
2024-04,Chennai,Malaria,5
2024-04,Chennai,Cholera,31
2024-04,Chennai,Typhoid,14
2024-04,Chennai,Tuberculosis,15
2024-04,Chennai,Hepatitis A,31
2024-04,Kolkata,Dengue,10
2024-04,Kolkata,Malaria,5
2024-04,Kolkata,Cholera,28
2024-04,Kolkata,Typhoid,24
2024-04,Kolkata,Tuberculosis,24
2024-04,Kolkata,Hepatitis A,21
2024-04,Pune,Dengue,17
2024-04,Pune,Malaria,19
2024-04,Pune,Cholera,16
2024-04,Pune,Typhoid,4
2024-04,Pune,Tuberculosis,34
2024-04,Pune,Hepatitis A,9
2024-04,Jaipur,Dengue,18
2024-04,Jaipur,Malaria,26
2024-04,Jaipur,Cholera,18
2024-04,Jaipur,Typhoid,35
2024-04,Jaipur,Tuberculosis,22
2024-04,Jaipur,Hepatitis A,9
2024-04,Lucknow,Dengue,11
2024-04,Lucknow,Malaria,29
2024-04,Lucknow,Cholera,11
2024-04,Lucknow,Typhoid,12
2024-04,Lucknow,Tuberculosis,8
2024-04,Lucknow,Hepatitis A,23
2024-05,Mumbai,Dengue,20
2024-05,Mumbai,Malaria,32
2024-05,Mumbai,Cholera,5
2024-05,Mumbai,Typhoid,7
2024-05,Mumbai,Tuberculosis,4
2024-05,Mumbai,Hepatitis A,36
2024-05,Delhi,Dengue,19
2024-05,Delhi,Malaria,15
2024-05,Delhi,Cholera,10
2024-05,Delhi,Typhoid,10
2024-05,Delhi,Tuberculosis,16
2024-05,Delhi,Hepatitis A,15
2024-05,Bengaluru,Dengue,29
2024-05,Bengaluru,Malaria,15
2024-05,Bengaluru,Cholera,28
2024-05,Bengaluru,Typhoid,16
2024-05,Bengaluru,Tuberculosis,22
2024-05,Bengaluru,Hepatitis A,13
2024-05,Hyderabad,Dengue,21
2024-05,Hyderabad,Malaria,18
2024-05,Hyderabad,Cholera,10
2024-05,Hyderabad,Typhoid,12
2024-05,Hyderabad,Tuberculosis,23
2024-05,Hyderabad,Hepatitis A,7
2024-05,Ahmedabad,Dengue,23
2024-05,Ahmedabad,Malaria,17
2024-05,Ahmedabad,Cholera,14
2024-05,Ahmedabad,Typhoid,28
2024-05,Ahmedabad,Tuberculosis,30
2024-05,Ahmedabad,Hepatitis A,34
2024-05,Chennai,Dengue,21
2024-05,Chennai,Malaria,3
2024-05,Chennai,Cholera,15
2024-05,Chennai,Typhoid,9
2024-05,Chennai,Tuberculosis,6
2024-05,Chennai,Hepatitis A,8
2024-05,Kolkata,Dengue,12
2024-05,Kolkata,Malaria,15
2024-05,Kolkata,Cholera,25
2024-05,Kolkata,Typhoid,3
2024-05,Kolkata,Tuberculosis,13
2024-05,Kolkata,Hepatitis A,22
2024-05,Pune,Dengue,22
2024-05,Pune,Malaria,30
2024-05,Pune,Cholera,5
2024-05,Pune,Typhoid,21
2024-05,Pune,Tuberculosis,21
2024-05,Pune,Hepatitis A,9
2024-05,Jaipur,Dengue,14
2024-05,Jaipur,Malaria,17
2024-05,Jaipur,Cholera,17
2024-05,Jaipur,Typhoid,35
2024-05,Jaipur,Tuberculosis,14
2024-05,Jaipur,Hepatitis A,26
2024-05,Lucknow,Dengue,18
2024-05,Lucknow,Malaria,6
2024-05,Lucknow,Cholera,17
2024-05,Lucknow,Typhoid,11
2024-05,Lucknow,Tuberculosis,6
2024-05,Lucknow,Hepatitis A,28
2024-06,Mumbai,Dengue,11
2024-06,Mumbai,Malaria,22
2024-06,Mumbai,Cholera,24
2024-06,Mumbai,Typhoid,33
2024-06,Mumbai,Tuberculosis,16
2024-06,Mumbai,Hepatitis A,19
2024-06,Delhi,Dengue,17
2024-06,Delhi,Malaria,34
2024-06,Delhi,Cholera,19
2024-06,Delhi,Typhoid,17
2024-06,Delhi,Tuberculosis,29
2024-06,Delhi,Hepatitis A,16
2024-06,Bengaluru,Dengue,6
2024-06,Bengaluru,Malaria,8
2024-06,Bengaluru,Cholera,24
2024-06,Bengaluru,Typhoid,26
2024-06,Bengaluru,Tuberculosis,21
2024-06,Bengaluru,Hepatitis A,5
2024-06,Hyderabad,Dengue,4
2024-06,Hyderabad,Malaria,5
2024-06,Hyderabad,Cholera,12
2024-06,Hyderabad,Typhoid,14
2024-06,Hyderabad,Tuberculosis,9
2024-06,Hyderabad,Hepatitis A,21
2024-06,Ahmedabad,Dengue,20
2024-06,Ahmedabad,Malaria,2
2024-06,Ahmedabad,Cholera,23
2024-06,Ahmedabad,Typhoid,17
2024-06,Ahmedabad,Tuberculosis,39
2024-06,Ahmedabad,Hepatitis A,15
2024-06,Chennai,Dengue,16
2024-06,Chennai,Malaria,22
2024-06,Chennai,Cholera,2
2024-06,Chennai,Typhoid,23
2024-06,Chennai,Tuberculosis,3
2024-06,Chennai,Hepatitis A,8
2024-06,Kolkata,Dengue,21
2024-06,Kolkata,Malaria,6
2024-06,Kolkata,Cholera,24
2024-06,Kolkata,Typhoid,32
2024-06,Kolkata,Tuberculosis,29
2024-06,Kolkata,Hepatitis A,25
2024-06,Pune,Dengue,23
2024-06,Pune,Malaria,16
2024-06,Pune,Cholera,20
2024-06,Pune,Typhoid,19
2024-06,Pune,Tuberculosis,24
2024-06,Pune,Hepatitis A,25
2024-06,Jaipur,Dengue,22
2024-06,Jaipur,Malaria,6
2024-06,Jaipur,Cholera,26
2024-06,Jaipur,Typhoid,34
2024-06,Jaipur,Tuberculosis,18
2024-06,Jaipur,Hepatitis A,9
2024-06,Lucknow,Dengue,20
2024-06,Lucknow,Malaria,31
2024-06,Lucknow,Cholera,22
2024-06,Lucknow,Typhoid,18
2024-06,Lucknow,Tuberculosis,26
2024-06,Lucknow,Hepatitis A,20
2024-07,Mumbai,Dengue,33
2024-07,Mumbai,Malaria,11
2024-07,Mumbai,Cholera,19
2024-07,Mumbai,Typhoid,21
2024-07,Mumbai,Tuberculosis,17
2024-07,Mumbai,Hepatitis A,24
2024-07,Delhi,Dengue,25
2024-07,Delhi,Malaria,14
2024-07,Delhi,Cholera,21
2024-07,Delhi,Typhoid,8
2024-07,Delhi,Tuberculosis,21
2024-07,Delhi,Hepatitis A,4
2024-07,Bengaluru,Dengue,35
2024-07,Bengaluru,Malaria,23
2024-07,Bengaluru,Cholera,23
2024-07,Bengaluru,Typhoid,16
2024-07,Bengaluru,Tuberculosis,24
2024-07,Bengaluru,Hepatitis A,28
2024-07,Hyderabad,Dengue,10
2024-07,Hyderabad,Malaria,29
2024-07,Hyderabad,Cholera,5
2024-07,Hyderabad,Typhoid,6
2024-07,Hyderabad,Tuberculosis,22
2024-07,Hyderabad,Hepatitis A,19
2024-07,Ahmedabad,Dengue,23
2024-07,Ahmedabad,Malaria,26
2024-07,Ahmedabad,Cholera,31
2024-07,Ahmedabad,Typhoid,9
2024-07,Ahmedabad,Tuberculosis,23
2024-07,Ahmedabad,Hepatitis A,12
2024-07,Chennai,Dengue,20
2024-07,Chennai,Malaria,5
2024-07,Chennai,Cholera,30
2024-07,Chennai,Typhoid,22
2024-07,Chennai,Tuberculosis,3
2024-07,Chennai,Hepatitis A,10
2024-07,Kolkata,Dengue,31
2024-07,Kolkata,Malaria,34
2024-07,Kolkata,Cholera,23
2024-07,Kolkata,Typhoid,8
2024-07,Kolkata,Tuberculosis,24
2024-07,Kolkata,Hepatitis A,11
2024-07,Pune,Dengue,5
2024-07,Pune,Malaria,7
2024-07,Pune,Cholera,21
2024-07,Pune,Typhoid,21
2024-07,Pune,Tuberculosis,5
2024-07,Pune,Hepatitis A,37
2024-07,Jaipur,Dengue,12
2024-07,Jaipur,Malaria,22
2024-07,Jaipur,Cholera,14
2024-07,Jaipur,Typhoid,16
2024-07,Jaipur,Tuberculosis,6
2024-07,Jaipur,Hepatitis A,14
2024-07,Lucknow,Dengue,9
2024-07,Lucknow,Malaria,26
2024-07,Lucknow,Cholera,28
2024-07,Lucknow,Typhoid,16
2024-07,Lucknow,Tuberculosis,33
2024-07,Lucknow,Hepatitis A,27
2024-08,Mumbai,Dengue,23
2024-08,Mumbai,Malaria,29
2024-08,Mumbai,Cholera,2
2024-08,Mumbai,Typhoid,12
2024-08,Mumbai,Tuberculosis,26
2024-08,Mumbai,Hepatitis A,13
2024-08,Delhi,Dengue,19
2024-08,Delhi,Malaria,13
2024-08,Delhi,Cholera,20
2024-08,Delhi,Typhoid,14
2024-08,Delhi,Tuberculosis,23
2024-08,Delhi,Hepatitis A,3
2024-08,Bengaluru,Dengue,22
2024-08,Bengaluru,Malaria,21
2024-08,Bengaluru,Cholera,40
2024-08,Bengaluru,Typhoid,12
2024-08,Bengaluru,Tuberculosis,16
2024-08,Bengaluru,Hepatitis A,13
2024-08,Hyderabad,Dengue,9
2024-08,Hyderabad,Malaria,7
2024-08,Hyderabad,Cholera,13
2024-08,Hyderabad,Typhoid,11
2024-08,Hyderabad,Tuberculosis,32
2024-08,Hyderabad,Hepatitis A,18
2024-08,Ahmedabad,Dengue,16
2024-08,Ahmedabad,Malaria,17
2024-08,Ahmedabad,Cholera,37
2024-08,Ahmedabad,Typhoid,12
2024-08,Ahmedabad,Tuberculosis,5
2024-08,Ahmedabad,Hepatitis A,8
2024-08,Chennai,Dengue,19
2024-08,Chennai,Malaria,18
2024-08,Chennai,Cholera,10
2024-08,Chennai,Typhoid,21
2024-08,Chennai,Tuberculosis,14
2024-08,Chennai,Hepatitis A,12
2024-08,Kolkata,Dengue,13
2024-08,Kolkata,Malaria,38
2024-08,Kolkata,Cholera,21
2024-08,Kolkata,Typhoid,6
2024-08,Kolkata,Tuberculosis,13
2024-08,Kolkata,Hepatitis A,8
2024-08,Pune,Dengue,8
2024-08,Pune,Malaria,22
2024-08,Pune,Cholera,10
2024-08,Pune,Typhoid,25
2024-08,Pune,Tuberculosis,23
2024-08,Pune,Hepatitis A,23
2024-08,Jaipur,Dengue,21
2024-08,Jaipur,Malaria,9
2024-08,Jaipur,Cholera,14
2024-08,Jaipur,Typhoid,22
2024-08,Jaipur,Tuberculosis,2
2024-08,Jaipur,Hepatitis A,6
2024-08,Lucknow,Dengue,10
2024-08,Lucknow,Malaria,19
2024-08,Lucknow,Cholera,16
2024-08,Lucknow,Typhoid,15
2024-08,Lucknow,Tuberculosis,16
2024-08,Lucknow,Hepatitis A,29
2024-09,Mumbai,Dengue,16
2024-09,Mumbai,Malaria,12
2024-09,Mumbai,Cholera,13
2024-09,Mumbai,Typhoid,23
2024-09,Mumbai,Tuberculosis,18
2024-09,Mumbai,Hepatitis A,24
2024-09,Delhi,Dengue,6
2024-09,Delhi,Malaria,26
2024-09,Delhi,Cholera,34
2024-09,Delhi,Typhoid,5
2024-09,Delhi,Tuberculosis,26
2024-09,Delhi,Hepatitis A,17
2024-09,Bengaluru,Dengue,21
2024-09,Bengaluru,Malaria,19
2024-09,Bengaluru,Cholera,25
2024-09,Bengaluru,Typhoid,32
2024-09,Bengaluru,Tuberculosis,6
2024-09,Bengaluru,Hepatitis A,19
2024-09,Hyderabad,Dengue,20
2024-09,Hyderabad,Malaria,10
2024-09,Hyderabad,Cholera,14
2024-09,Hyderabad,Typhoid,4
2024-09,Hyderabad,Tuberculosis,5
2024-09,Hyderabad,Hepatitis A,15
2024-09,Ahmedabad,Dengue,17
2024-09,Ahmedabad,Malaria,16
2024-09,Ahmedabad,Cholera,8
2024-09,Ahmedabad,Typhoid,23
2024-09,Ahmedabad,Tuberculosis,9
2024-09,Ahmedabad,Hepatitis A,6
2024-09,Chennai,Dengue,14
2024-09,Chennai,Malaria,21
2024-09,Chennai,Cholera,9
2024-09,Chennai,Typhoid,16
2024-09,Chennai,Tuberculosis,33
2024-09,Chennai,Hepatitis A,30
2024-09,Kolkata,Dengue,4
2024-09,Kolkata,Malaria,14
2024-09,Kolkata,Cholera,12
2024-09,Kolkata,Typhoid,19
2024-09,Kolkata,Tuberculosis,3
2024-09,Kolkata,Hepatitis A,30
2024-09,Pune,Dengue,15
2024-09,Pune,Malaria,13
2024-09,Pune,Cholera,15
2024-09,Pune,Typhoid,13
2024-09,Pune,Tuberculosis,41
2024-09,Pune,Hepatitis A,19
2024-09,Jaipur,Dengue,33
2024-09,Jaipur,Malaria,16
2024-09,Jaipur,Cholera,12
2024-09,Jaipur,Typhoid,4
2024-09,Jaipur,Tuberculosis,15
2024-09,Jaipur,Hepatitis A,4
2024-09,Lucknow,Dengue,20
2024-09,Lucknow,Malaria,9
2024-09,Lucknow,Cholera,4
2024-09,Lucknow,Typhoid,5
2024-09,Lucknow,Tuberculosis,21
2024-09,Lucknow,Hepatitis A,23
2024-10,Mumbai,Dengue,22
2024-10,Mumbai,Malaria,15
2024-10,Mumbai,Cholera,32
2024-10,Mumbai,Typhoid,20
2024-10,Mumbai,Tuberculosis,30
2024-10,Mumbai,Hepatitis A,25
2024-10,Delhi,Dengue,12
2024-10,Delhi,Malaria,32
2024-10,Delhi,Cholera,19
2024-10,Delhi,Typhoid,20
2024-10,Delhi,Tuberculosis,26
2024-10,Delhi,Hepatitis A,20
2024-10,Bengaluru,Dengue,25
2024-10,Bengaluru,Malaria,14
2024-10,Bengaluru,Cholera,13
2024-10,Bengaluru,Typhoid,21
2024-10,Bengaluru,Tuberculosis,23
2024-10,Bengaluru,Hepatitis A,8
2024-10,Hyderabad,Dengue,3
2024-10,Hyderabad,Malaria,20
2024-10,Hyderabad,Cholera,18
2024-10,Hyderabad,Typhoid,19
2024-10,Hyderabad,Tuberculosis,22
2024-10,Hyderabad,Hepatitis A,27
2024-10,Ahmedabad,Dengue,26
2024-10,Ahmedabad,Malaria,28
2024-10,Ahmedabad,Cholera,17
2024-10,Ahmedabad,Typhoid,12
2024-10,Ahmedabad,Tuberculosis,12
2024-10,Ahmedabad,Hepatitis A,10
2024-10,Chennai,Dengue,16
2024-10,Chennai,Malaria,17
2024-10,Chennai,Cholera,20
2024-10,Chennai,Typhoid,18
2024-10,Chennai,Tuberculosis,9
2024-10,Chennai,Hepatitis A,26
2024-10,Kolkata,Dengue,24
2024-10,Kolkata,Malaria,32
2024-10,Kolkata,Cholera,25
2024-10,Kolkata,Typhoid,16
2024-10,Kolkata,Tuberculosis,30
2024-10,Kolkata,Hepatitis A,23
2024-10,Pune,Dengue,25
2024-10,Pune,Malaria,7
2024-10,Pune,Cholera,23
2024-10,Pune,Typhoid,8
2024-10,Pune,Tuberculosis,10
2024-10,Pune,Hepatitis A,11
2024-10,Jaipur,Dengue,16
2024-10,Jaipur,Malaria,35
2024-10,Jaipur,Cholera,11
2024-10,Jaipur,Typhoid,13
2024-10,Jaipur,Tuberculosis,6
2024-10,Jaipur,Hepatitis A,23
2024-10,Lucknow,Dengue,13
2024-10,Lucknow,Malaria,14
2024-10,Lucknow,Cholera,31
2024-10,Lucknow,Typhoid,19
2024-10,Lucknow,Tuberculosis,5
2024-10,Lucknow,Hepatitis A,12
2024-11,Mumbai,Dengue,25
2024-11,Mumbai,Malaria,18
2024-11,Mumbai,Cholera,14
2024-11,Mumbai,Typhoid,26
2024-11,Mumbai,Tuberculosis,18
2024-11,Mumbai,Hepatitis A,10
2024-11,Delhi,Dengue,6
2024-11,Delhi,Malaria,5
2024-11,Delhi,Cholera,28
2024-11,Delhi,Typhoid,25
2024-11,Delhi,Tuberculosis,24
2024-11,Delhi,Hepatitis A,33
2024-11,Bengaluru,Dengue,30
2024-11,Bengaluru,Malaria,7
2024-11,Bengaluru,Cholera,31
2024-11,Bengaluru,Typhoid,19
2024-11,Bengaluru,Tuberculosis,31
2024-11,Bengaluru,Hepatitis A,12
2024-11,Hyderabad,Dengue,22
2024-11,Hyderabad,Malaria,7
2024-11,Hyderabad,Cholera,20
2024-11,Hyderabad,Typhoid,21
2024-11,Hyderabad,Tuberculosis,5
2024-11,Hyderabad,Hepatitis A,18
2024-11,Ahmedabad,Dengue,24
2024-11,Ahmedabad,Malaria,20
2024-11,Ahmedabad,Cholera,22
2024-11,Ahmedabad,Typhoid,26
2024-11,Ahmedabad,Tuberculosis,17
2024-11,Ahmedabad,Hepatitis A,9
2024-11,Chennai,Dengue,16
2024-11,Chennai,Malaria,15
2024-11,Chennai,Cholera,24
2024-11,Chennai,Typhoid,14
2024-11,Chennai,Tuberculosis,12
2024-11,Chennai,Hepatitis A,13
2024-11,Kolkata,Dengue,24
2024-11,Kolkata,Malaria,16
2024-11,Kolkata,Cholera,20
2024-11,Kolkata,Typhoid,19
2024-11,Kolkata,Tuberculosis,16
2024-11,Kolkata,Hepatitis A,33
2024-11,Pune,Dengue,19
2024-11,Pune,Malaria,10
2024-11,Pune,Cholera,10
2024-11,Pune,Typhoid,5
2024-11,Pune,Tuberculosis,25
2024-11,Pune,Hepatitis A,11
2024-11,Jaipur,Dengue,20
2024-11,Jaipur,Malaria,8
2024-11,Jaipur,Cholera,17
2024-11,Jaipur,Typhoid,11
2024-11,Jaipur,Tuberculosis,12
2024-11,Jaipur,Hepatitis A,6
2024-11,Lucknow,Dengue,18
2024-11,Lucknow,Malaria,31
2024-11,Lucknow,Cholera,12
2024-11,Lucknow,Typhoid,6
2024-11,Lucknow,Tuberculosis,19
2024-11,Lucknow,Hepatitis A,17
2024-12,Mumbai,Dengue,8
2024-12,Mumbai,Malaria,9
2024-12,Mumbai,Cholera,21
2024-12,Mumbai,Typhoid,22
2024-12,Mumbai,Tuberculosis,15
2024-12,Mumbai,Hepatitis A,4
2024-12,Delhi,Dengue,17
2024-12,Delhi,Malaria,14
2024-12,Delhi,Cholera,26
2024-12,Delhi,Typhoid,33
2024-12,Delhi,Tuberculosis,14
2024-12,Delhi,Hepatitis A,8
2024-12,Bengaluru,Dengue,4
2024-12,Bengaluru,Malaria,5
2024-12,Bengaluru,Cholera,27
2024-12,Bengaluru,Typhoid,10
2024-12,Bengaluru,Tuberculosis,32
2024-12,Bengaluru,Hepatitis A,26
2024-12,Hyderabad,Dengue,16
2024-12,Hyderabad,Malaria,11
2024-12,Hyderabad,Cholera,21
2024-12,Hyderabad,Typhoid,7
2024-12,Hyderabad,Tuberculosis,35
2024-12,Hyderabad,Hepatitis A,11
2024-12,Ahmedabad,Dengue,22
2024-12,Ahmedabad,Malaria,11
2024-12,Ahmedabad,Cholera,7
2024-12,Ahmedabad,Typhoid,21
2024-12,Ahmedabad,Tuberculosis,14
2024-12,Ahmedabad,Hepatitis A,20
2024-12,Chennai,Dengue,28
2024-12,Chennai,Malaria,30
2024-12,Chennai,Cholera,27
2024-12,Chennai,Typhoid,13
2024-12,Chennai,Tuberculosis,19
2024-12,Chennai,Hepatitis A,19
2024-12,Kolkata,Dengue,5
2024-12,Kolkata,Malaria,28
2024-12,Kolkata,Cholera,5
2024-12,Kolkata,Typhoid,7
2024-12,Kolkata,Tuberculosis,15
2024-12,Kolkata,Hepatitis A,19
2024-12,Pune,Dengue,11
2024-12,Pune,Malaria,27
2024-12,Pune,Cholera,1
2024-12,Pune,Typhoid,12
2024-12,Pune,Tuberculosis,40
2024-12,Pune,Hepatitis A,7
2024-12,Jaipur,Dengue,38
2024-12,Jaipur,Malaria,19
2024-12,Jaipur,Cholera,35
2024-12,Jaipur,Typhoid,26
2024-12,Jaipur,Tuberculosis,21
2024-12,Jaipur,Hepatitis A,34
2024-12,Lucknow,Dengue,5
2024-12,Lucknow,Malaria,17
2024-12,Lucknow,Cholera,10
2024-12,Lucknow,Typhoid,2
2024-12,Lucknow,Tuberculosis,6
2024-12,Lucknow,Hepatitis A,13
2025-01,Mumbai,Dengue,16
2025-01,Mumbai,Malaria,24
2025-01,Mumbai,Cholera,1
2025-01,Mumbai,Typhoid,22
2025-01,Mumbai,Tuberculosis,5
2025-01,Mumbai,Hepatitis A,17
2025-01,Delhi,Dengue,9
2025-01,Delhi,Malaria,37
2025-01,Delhi,Cholera,23
2025-01,Delhi,Typhoid,33
2025-01,Delhi,Tuberculosis,15
2025-01,Delhi,Hepatitis A,22
2025-01,Bengaluru,Dengue,45
2025-01,Bengaluru,Malaria,6
2025-01,Bengaluru,Cholera,11
2025-01,Bengaluru,Typhoid,13
2025-01,Bengaluru,Tuberculosis,19
2025-01,Bengaluru,Hepatitis A,16
2025-01,Hyderabad,Dengue,25
2025-01,Hyderabad,Malaria,12
2025-01,Hyderabad,Cholera,13
2025-01,Hyderabad,Typhoid,11
2025-01,Hyderabad,Tuberculosis,14
2025-01,Hyderabad,Hepatitis A,12
2025-01,Ahmedabad,Dengue,21
2025-01,Ahmedabad,Malaria,25
2025-01,Ahmedabad,Cholera,4
2025-01,Ahmedabad,Typhoid,16
2025-01,Ahmedabad,Tuberculosis,19
2025-01,Ahmedabad,Hepatitis A,16
2025-01,Chennai,Dengue,25
2025-01,Chennai,Malaria,14
2025-01,Chennai,Cholera,22
2025-01,Chennai,Typhoid,25
2025-01,Chennai,Tuberculosis,12
2025-01,Chennai,Hepatitis A,13
2025-01,Kolkata,Dengue,31
2025-01,Kolkata,Malaria,15
2025-01,Kolkata,Cholera,13
2025-01,Kolkata,Typhoid,2
2025-01,Kolkata,Tuberculosis,28
2025-01,Kolkata,Hepatitis A,17
2025-01,Pune,Dengue,16
2025-01,Pune,Malaria,25
2025-01,Pune,Cholera,14
2025-01,Pune,Typhoid,7
